rej_score,labels,hum_preds,preds,class_probs_0,class_probs_1
0.2749687433242798,0,0,1,0.27496877,0.72503126
0.2055729627609253,0,1,0,0.79442704,0.20557298
0.2572934627532959,1,1,0,0.74270654,0.25729346
0.375479519367218,0,0,1,0.37547955,0.6245205
0.4132562279701233,0,0,0,0.5867438,0.4132562
0.4403764605522156,0,0,1,0.44037646,0.55962354
0.4657275080680847,1,1,1,0.46572754,0.5342725
0.08106094598770142,0,0,0,0.91893905,0.0810609
0.407568097114563,0,0,1,0.40756807,0.5924319
0.36924731731414795,0,0,1,0.36924735,0.6307527
0.29754239320755005,1,1,1,0.29754242,0.7024576
0.4942169785499573,1,1,0,0.505783,0.49421698
0.16037321090698242,0,1,0,0.8396268,0.16037324
0.44452542066574097,1,1,0,0.5554746,0.4445254
0.23657184839248657,1,1,0,0.76342815,0.23657191
0.36799925565719604,1,0,1,0.3679993,0.63200074
0.1648792028427124,0,0,0,0.8351208,0.16487916
0.4006248116493225,0,0,0,0.5993752,0.40062478
0.4152674674987793,1,1,1,0.41526747,0.58473253
0.2885761857032776,1,1,0,0.7114238,0.2885762
0.48022931814193726,1,1,0,0.5197707,0.4802293
0.14783060550689697,0,1,0,0.8521694,0.14783062
0.24301952123641968,0,1,0,0.7569805,0.24301946
0.2015836238861084,1,1,1,0.20158358,0.7984164
0.12734240293502808,1,1,1,0.12734237,0.8726576
0.40060925483703613,1,1,1,0.40060923,0.59939075
0.4376567006111145,1,0,1,0.43765667,0.5623433
0.38402897119522095,0,0,0,0.615971,0.38402897
0.2148808240890503,0,1,1,0.21488084,0.7851192
0.2078334093093872,1,1,1,0.20783336,0.7921666
0.46918922662734985,0,0,1,0.46918923,0.5308108
0.35517293214797974,1,1,1,0.3551729,0.64482707
0.495918869972229,0,0,0,0.50408113,0.49591884
0.3151234984397888,1,1,1,0.31512347,0.6848765
0.16857188940048218,1,1,1,0.16857193,0.8314281
0.4350442886352539,0,0,0,0.5649557,0.43504426
0.4867100715637207,1,1,1,0.48671004,0.5132899
0.27165675163269043,0,0,1,0.27165678,0.72834325
0.36264753341674805,1,0,1,0.36264753,0.63735247
0.372905433177948,1,0,1,0.3729054,0.62709457
0.45657360553741455,0,0,0,0.5434264,0.45657364
0.4758899211883545,1,1,1,0.4758899,0.5241101
0.3537670373916626,0,0,1,0.35376707,0.64623296
0.314808189868927,0,0,1,0.3148082,0.6851918
0.15089303255081177,0,0,0,0.84910697,0.15089302
0.19463473558425903,1,1,1,0.19463475,0.80536526
0.2453964352607727,1,1,0,0.75460356,0.24539642
0.35959047079086304,0,1,1,0.3595904,0.6404095
0.1552380919456482,1,0,1,0.15523808,0.8447619
0.4442415237426758,1,1,0,0.5557585,0.44424152
0.40707921981811523,1,0,1,0.40707916,0.5929208
