rej_score,labels,hum_preds,preds,class_probs_0,class_probs_1
-0.9195524044334888,1,1,1,1.8835561e-07,0.99999976
-0.947030620649457,1,1,1,5.32587e-13,1.0
-0.9935927931219339,0,1,0,1.0,5.2144773e-09
-0.9504066165536642,1,1,1,5.0812515e-10,1.0
-0.9687452297657728,1,1,1,1.2075286e-15,1.0
-0.9999987789597071,0,0,0,1.0,7.387917e-18
-0.18995451927185059,0,0,0,0.9995714,0.00042865364
-0.3300717771053314,1,1,0,0.99992526,7.47086e-05
-0.9994076768634841,1,1,1,9.046241e-10,1.0
-0.9977475213818252,1,1,1,8.850933e-15,1.0
-0.999986446011917,0,0,0,1.0,9.8285014e-14
0.9358299002051353,0,1,0,1.0,2.4180997e-08
-0.8059078678488731,0,0,0,0.99999714,2.8185761e-06
-0.9774305317550898,1,0,1,3.9407087e-08,1.0
-0.9841310465708375,1,1,1,5.5415163e-05,0.99994457
-0.995394065277651,1,0,1,2.3034498e-11,1.0
0.016884803771972656,1,1,0,0.9963482,0.003651803
-0.9999985380724183,0,0,0,1.0,4.6289306e-11
-0.6090392768383026,1,1,1,1.0941533e-08,1.0
-0.9995580562826945,0,0,0,1.0,9.4651426e-15
0.13974228501319885,1,1,0,0.9999932,6.8420527e-06
-0.9665569607168436,0,1,1,1.7823571e-05,0.9999821
-0.9226489290595055,0,0,0,0.99999416,5.8272058e-06
-0.841109037399292,1,0,1,3.2399486e-05,0.9999676
-0.9368327185511589,1,0,0,0.99991536,8.4603926e-05
0.36499834060668945,1,1,0,0.9854177,0.014582221
-0.9751739269122481,1,1,1,2.4193625e-09,1.0
-0.8847257271409035,1,1,1,0.00013673888,0.99986327
-0.9993281339702662,0,0,0,1.0,4.253431e-10
-0.20100918412208557,1,1,1,2.6311806e-10,1.0
-0.7811527922749519,1,0,1,1.2405275e-06,0.9999988
-0.9257479459047318,1,1,1,1.0483221e-09,1.0
-0.9998824456415605,0,1,0,1.0,1.4613836e-14
-0.9840847738087177,1,1,1,1.8635297e-12,1.0
0.43232446908950806,1,0,1,6.115071e-07,0.9999994
-0.9988496229052544,0,1,0,1.0,3.4124775e-10
0.9194294139742851,1,1,1,2.8437872e-09,1.0
0.6593161821365356,1,0,1,0.002070827,0.9979292
-0.8428521826863289,1,1,1,3.3426292e-13,1.0
-0.9989394425065257,1,1,1,1.1216097e-08,1.0
-0.9999902458202996,0,0,0,1.0,4.906022e-19
-0.1440918743610382,1,0,0,0.9999964,3.6338918e-06
-0.8602476716041565,1,1,1,1.0024021e-08,1.0
-0.9113670811057091,1,0,1,1.8697183e-07,0.99999976
-0.9986983278067783,1,1,1,1.496449e-08,1.0
-0.9416733384132385,0,1,0,0.9999807,1.9266427e-05
0.4975876808166504,1,1,1,2.1399968e-09,1.0
0.987173103261739,1,0,0,0.9386809,0.061319146
-0.1101192831993103,1,0,0,0.8825489,0.117451064
0.2973867952823639,0,0,0,0.8810192,0.1189809
-0.9804432531818748,1,1,1,2.2713682e-09,1.0
0.8358496874570847,0,0,0,0.979803,0.020197023
-0.9997567994796555,1,1,1,1.34564576e-17,1.0
-0.9999525001567235,1,1,1,4.502232e-16,1.0
-0.7892751544713974,0,0,0,0.9999529,4.7108057e-05
0.9489701837301254,1,1,1,0.009107685,0.9908923
-0.9999587297552353,0,0,0,1.0,6.093981e-13
-0.25874099135398865,0,0,0,1.0,6.110305e-11
-0.1780243217945099,0,0,0,0.9999974,2.6254693e-06
-0.7973865270614624,0,1,1,1.963709e-08,1.0
-0.8906490802764893,0,0,0,0.99999917,8.134866e-07
-0.9951221738010645,1,1,1,2.568876e-18,1.0
-0.980609598569572,0,1,0,0.99999964,3.9001804e-07
-0.5960213392972946,1,1,1,0.0004896406,0.9995104
-0.424462229013443,0,1,0,0.9922193,0.0077807126
-0.9999003996781539,0,1,0,1.0,2.7376223e-11
-0.9989876819890924,0,0,0,1.0,2.875904e-13
0.9621948953717947,1,1,1,0.00020532928,0.99979466
0.05371212959289551,1,1,1,4.818576e-09,1.0
-0.5125068575143814,0,0,0,0.99998736,1.2691158e-05
-0.9934963854029775,0,1,0,1.0,1.0612541e-09
-0.32059887051582336,0,0,0,0.9999968,3.231808e-06
-0.9992278364370577,1,1,1,1.4371126e-06,0.99999857
-0.9996667331579374,1,1,1,2.1658044e-17,1.0
-0.9470227006822824,1,1,1,1.9095058e-12,1.0
0.41516780853271484,1,1,1,0.0028646975,0.9971353
-0.9908533785492182,0,0,0,0.99999166,8.382333e-06
-0.6983004361391068,0,1,0,0.8838521,0.11614787
-0.9633436147123575,1,0,0,0.9999999,7.003198e-08
-0.6835430860519409,0,0,1,3.4477515e-07,0.99999964
0.9362156465649605,1,1,1,9.855636e-16,1.0
-0.9999682365742046,0,0,0,1.0,7.16629e-13
0.42161068320274353,1,1,1,9.98522e-14,1.0
-0.17990297079086304,1,0,0,0.9847686,0.015231318
-0.6947337985038757,1,1,1,3.084782e-05,0.9999691
-0.050909847021102905,1,0,1,0.0002291293,0.9997708
-0.9861257190350443,0,0,1,0.0117234,0.98827654
0.37939658761024475,0,1,0,0.9999989,1.0827764e-06
-0.3247379660606384,1,1,1,4.5463594e-10,1.0
0.7944585159420967,1,0,0,0.9324878,0.06751222
-0.9999482246494154,0,0,0,1.0,1.79564e-15
-0.9951397115364671,0,0,0,1.0,4.1222856e-09
-0.9978700679494068,1,0,1,2.3437513e-16,1.0
0.9473480992019176,0,0,0,0.9997807,0.00021928329
-0.5110898911952972,1,0,0,0.99989486,0.00010515717
-0.07320910692214966,1,1,1,0.32773793,0.672262
-0.9333361312747002,1,1,1,9.969839e-15,1.0
-0.625119999051094,1,0,1,2.118327e-05,0.9999788
0.6070929765701294,0,0,0,0.99895144,0.0010484832
-0.49627745151519775,0,0,0,0.9999945,5.5415676e-06
-0.9980359411565587,1,1,1,4.2219786e-15,1.0
-0.6805911064147949,1,1,1,3.994201e-08,1.0
-0.479595810174942,1,1,1,2.0388505e-05,0.9999796
-0.9913805280812085,0,0,0,1.0,1.5371594e-10
0.842282198369503,0,0,0,0.9999708,2.9232262e-05
0.9085875786840916,1,1,1,0.000355711,0.9996443
-0.9417367894202471,1,1,1,9.145142e-22,1.0
-0.9995331495592836,1,1,1,3.4632401e-07,0.99999964
-0.4179936945438385,1,0,1,0.058925223,0.9410748
-0.5071777701377869,1,1,1,3.175918e-17,1.0
-0.831105999648571,1,0,0,0.997498,0.0025020335
0.2669948637485504,1,1,1,0.10293103,0.897069
-0.999948002065139,0,0,0,1.0,8.467052e-12
-0.7654528915882111,1,1,1,0.00036258833,0.99963737
-0.999947733249428,0,0,0,1.0,7.1927225e-12
-0.3537432551383972,1,1,1,0.00011471473,0.9998853
-0.9994121485797223,1,1,1,2.613801e-12,1.0
-0.976346930488944,0,0,0,0.99996245,3.7496586e-05
0.5850156545639038,0,0,1,0.00022228068,0.99977773
-0.5627987384796143,1,1,1,2.093364e-17,1.0
-0.2104121446609497,1,1,1,0.00021472407,0.99978524
-0.9978748895227909,1,1,1,3.248838e-18,1.0
-0.9880355433560908,0,0,0,0.9999982,1.7588933e-06
-0.2529258728027344,0,0,0,0.99999917,8.086569e-07
-0.99396001547575,1,0,0,0.9999987,1.338553e-06
-0.9583598803728819,1,1,1,4.989317e-09,1.0
-0.9901968543417752,1,1,1,7.4062606e-10,1.0
0.6393672525882721,1,1,1,0.018790094,0.98120993
-0.9006830267608166,1,0,1,1.4226103e-07,0.9999999
0.9816982597112656,1,1,0,0.8559278,0.14407219
-0.955104136839509,1,1,1,4.5350097e-07,0.9999995
-0.999852957938856,0,1,0,1.0,5.798023e-11
-0.6914256811141968,0,0,0,0.9999988,1.2153727e-06
-0.9999921027147138,0,0,0,1.0,1.33479695e-17
-0.9999993010881383,0,0,0,1.0,2.9344472e-15
-0.9190189279615879,1,1,1,2.4255693e-08,1.0
-0.9979523939546198,0,0,0,1.0,8.803992e-15
0.1942267119884491,1,1,1,3.3201314e-08,1.0
0.8816477209329605,0,0,0,0.99105376,0.008946194
-0.9879282535985112,1,1,1,9.475683e-13,1.0
-0.9864352415315807,1,1,1,8.672802e-20,1.0
0.9444904495030642,1,0,1,0.12336314,0.87663686
-0.694209024310112,1,1,1,1.4167965e-11,1.0
0.9961425353540108,0,1,1,4.0132036e-06,0.99999595
0.40867817401885986,1,1,1,1.3635285e-07,0.9999999
-0.7869350016117096,0,0,0,0.99974996,0.00025007277
-0.9921521744690835,0,0,0,1.0,2.22239e-09
-0.7527472674846649,1,1,1,0.0007173978,0.99928266
0.649339348077774,1,0,0,0.99998784,1.2179846e-05
0.6375753879547119,1,1,1,3.6516784e-07,0.99999964
0.9388395119458437,1,0,0,0.9984958,0.0015042059
-0.999991138934547,0,1,0,1.0,1.2009475e-12
-0.9962923566345125,1,1,1,5.756345e-20,1.0
-0.24179956316947937,1,1,1,7.4643347e-10,1.0
-0.38825511932373047,1,1,1,3.0421812e-09,1.0
0.7341282367706299,1,1,1,5.6660113e-08,1.0
-0.7482835203409195,1,1,1,5.331112e-10,1.0
-0.9914944525808096,0,0,0,0.9991253,0.00087465346
-0.9991466345672961,1,0,0,1.0,3.1377823e-08
-0.9115652404725552,1,1,1,2.824877e-20,1.0
0.444534569978714,1,1,1,1.9831381e-16,1.0
-0.1515580415725708,1,0,1,2.3778762e-10,1.0
-0.9999454382996191,0,1,0,1.0,1.4871793e-11
-0.33900654315948486,1,1,1,1.8991824e-09,1.0
-0.48595914244651794,1,0,1,6.861246e-13,1.0
-0.5109885483980179,0,0,0,0.9933303,0.0066696797
-0.9351145625114441,0,0,0,0.9999989,1.0561639e-06
-0.9997699173763976,1,0,1,4.6759324e-12,1.0
-0.9315918236970901,0,0,0,1.0,1.7203929e-08
-0.9966218410991132,0,0,1,7.8372687e-13,1.0
-0.9358153119683266,1,1,1,1.4250572e-11,1.0
-0.9999019792667241,1,0,0,1.0,2.427844e-10
0.2601000964641571,0,0,0,0.99999714,2.898907e-06
0.5908806473016739,0,0,1,0.37655193,0.623448
-0.9984836872317828,0,0,1,7.8211944e-11,1.0
-0.9997573053624365,0,0,0,1.0,1.2942055e-14
-0.8427101299166679,1,1,1,7.325534e-10,1.0
-0.9923738276120275,1,1,1,1.8597891e-10,1.0
-0.9830403802916408,1,1,1,2.1578949e-14,1.0
0.8614630922675133,0,1,0,1.0,3.2287515e-09
-0.9922876982018352,1,1,1,7.112627e-08,0.9999999
0.9369278363883495,0,0,0,0.9969984,0.0030015921
-0.9999980416858989,0,1,0,1.0,1.2373903e-16
-0.9949381803162396,1,1,1,2.150882e-09,1.0
-0.9945971095003188,1,1,1,4.1976637e-08,1.0
-0.9740871386602521,0,1,0,0.99999976,2.2411298e-07
0.8849741220474243,0,1,0,0.98137903,0.018620966
-0.9999318137706723,0,1,0,1.0,1.8562255e-12
-0.905741710215807,0,1,0,0.9946747,0.0053253183
-0.6575273722410202,0,0,0,0.9999995,4.3831756e-07
-0.9943863498046994,1,1,1,3.0184264e-09,1.0
0.03319281339645386,1,1,1,4.8237903e-09,1.0
-0.880924042314291,1,1,0,0.99971443,0.00028558166
-0.9999006226717029,0,1,0,1.0,1.3968226e-11
-0.9999997917986292,0,0,0,1.0,6.843226e-16
0.9101248532533646,1,0,1,2.4897256e-06,0.9999975
0.8567462638020515,1,1,1,1.5360464e-09,1.0
-0.669042706489563,0,0,1,3.7145777e-12,1.0
0.9483038131147623,1,0,1,0.023300631,0.97669935
-0.9790785098448396,1,1,1,1.17305206e-07,0.9999999
0.8622063100337982,1,1,0,0.99963367,0.00036628754
-0.9957699305377901,0,0,0,1.0,2.1861413e-09
-0.9999654006369383,1,1,1,1.2882982e-16,1.0
-0.8057246878743172,1,1,1,2.4593128e-10,1.0
-0.19341501593589783,0,0,1,0.0013772307,0.9986228
-0.8930918052792549,1,1,1,0.0015542612,0.9984458
-0.999988794699675,0,0,0,1.0,5.3120286e-18
-0.9933417902793735,0,0,0,0.99999595,4.0905466e-06
-0.9996508162294049,1,1,1,3.9397817e-13,1.0
-0.37615466117858887,0,0,0,0.99989784,0.00010213912
-0.7787936702370644,1,1,1,1.1085883e-17,1.0
-0.9898735680617392,1,1,1,9.489053e-08,0.9999999
0.9775276426225901,1,1,1,3.5237743e-08,1.0
0.7050028443336487,1,0,0,0.9991708,0.0008292281
-0.09800881147384644,1,0,0,0.5413038,0.45869622
-0.8667521998286247,1,1,1,6.1145496e-05,0.99993885
0.9993454880896024,1,1,1,0.39815545,0.60184455
-0.7967206910252571,1,1,1,0.0026944214,0.9973055
-0.7659716680645943,1,0,1,2.5959348e-12,1.0
-0.9944450564216822,0,0,0,1.0,2.2405805e-17
-0.9989188769250177,0,0,0,1.0,3.451127e-15
-0.042179614305496216,1,0,1,0.28826037,0.71173966
-0.9723342200741172,1,0,1,1.2194333e-07,0.9999999
0.9958990521263331,0,0,0,0.9917882,0.00821179
-0.9207650236785412,1,1,1,0.0051477244,0.99485224
0.5498113483190536,1,0,0,0.691572,0.30842796
0.7497891038656235,0,0,0,0.9999999,1.0721439e-07
0.954463766887784,1,1,1,0.00014446897,0.9998555
-0.9996645460632863,0,1,0,1.0,1.4473418e-14
-0.109506756067276,1,1,1,8.645943e-13,1.0
-0.9873899235390127,1,1,1,2.3372222e-06,0.9999976
-0.9997603945157607,0,0,0,1.0,6.3645885e-12
0.9994067553197965,1,1,1,1.2977789e-08,1.0
0.42933541536331177,1,0,1,7.863769e-10,1.0
0.4059180021286011,1,0,1,4.579237e-05,0.9999542
-0.9891290566883981,0,1,0,0.99998367,1.6311227e-05
-0.992572029819712,0,0,0,1.0,1.2009225e-08
-0.9934004137758166,0,1,0,1.0,8.1975143e-10
0.8889995440840721,1,1,0,0.99906415,0.00093591184
-0.9462539851665497,1,1,1,2.5753474e-10,1.0
0.7966588735580444,1,1,0,0.99592626,0.0040737693
-0.24748042225837708,1,1,1,0.0015446895,0.9984553
0.9536853488534689,1,0,1,5.8289953e-07,0.9999994
-0.7825664803385735,1,0,0,0.99986446,0.00013550166
-0.8053184598684311,1,1,1,2.1080296e-16,1.0
0.10255745053291321,1,1,1,0.06871276,0.9312872
-0.9993397532671224,0,0,0,1.0,6.026251e-12
-0.9998400398617378,1,0,1,1.0667082e-18,1.0
-0.04074165225028992,1,1,1,5.2583036e-06,0.99999475
-0.8538101240992546,1,0,1,0.0073792883,0.9926207
-0.9944013925269246,0,1,0,1.0,3.6844794e-10
-0.9984384051640518,0,0,0,1.0,3.784043e-12
0.9956369996070862,1,1,0,0.867309,0.13269103
-0.9894985586870462,1,1,0,0.9949443,0.005055758
-0.014507144689559937,1,1,1,0.0478831,0.9521169
0.9432606045156717,0,0,0,0.65853524,0.34146473
-0.9999958926539421,0,0,0,1.0,3.2596623e-11
-0.9949187531601638,1,1,1,4.1016006e-05,0.999959
-0.7721517309546471,0,0,0,0.99999726,2.7318345e-06
0.6664315611124039,1,1,1,0.37240657,0.6275934
-0.9993546009936836,1,1,1,8.205963e-17,1.0
0.22516578435897827,0,1,1,0.0053762873,0.9946238
-0.9577115774154663,1,0,1,1.751456e-08,1.0
-0.3758566379547119,1,1,1,8.875575e-05,0.9999112
-0.9465826842933893,0,0,0,0.9999976,2.3403447e-06
-0.9658752828836441,1,0,1,1.2915276e-10,1.0
-0.5013689994812012,0,0,0,1.0,7.0006605e-12
-0.9998240272689145,1,1,1,6.622857e-13,1.0
-0.5698379278182983,1,1,1,2.558292e-06,0.9999975
0.09213611483573914,0,0,1,7.6847044e-08,0.9999999
-0.8776368051767349,0,0,0,1.0,4.4464757e-10
-0.9644204545766115,1,0,0,0.9999125,8.74401e-05
0.18571504950523376,1,1,0,0.9998684,0.00013161509
-0.9087064675986767,1,0,1,1.341874e-08,1.0
0.6434561014175415,1,1,1,6.3503803e-06,0.9999937
-0.999194992124103,1,1,1,6.5733335e-10,1.0
-0.9994603177765384,0,1,0,1.0,2.9552576e-11
-0.9999954799957322,0,0,0,1.0,7.5574546e-13
0.9868636978790164,1,0,1,4.4200537e-09,1.0
0.6994266659021378,1,0,1,6.601706e-06,0.99999344
-0.8748485296964645,1,1,1,3.9850194e-05,0.9999602
-0.9675198066979647,1,1,1,8.31513e-14,1.0
0.4716375172138214,0,0,1,0.00013456262,0.9998654
-0.17239528894424438,1,1,1,1.4218235e-15,1.0
-0.707423597574234,1,0,1,0.0003461493,0.9996538
-0.9991587615513708,0,0,0,1.0,4.097584e-13
-0.9393305312842131,1,1,1,4.1685453e-14,1.0
-0.980673030950129,1,1,1,1.6343636e-14,1.0
-0.8751489892601967,1,1,1,3.7181123e-06,0.9999963
-0.9974521708209068,1,1,1,4.0864603e-14,1.0
-0.7267958670854568,1,1,1,4.2986208e-06,0.9999957
0.9990046872990206,1,0,1,0.000781759,0.9992182
-0.999896348312177,0,0,0,1.0,2.976217e-14
-0.9877337659709156,1,0,1,2.8978656e-07,0.99999976
0.9879104159772396,1,0,1,0.0002779496,0.99972206
-0.9716746434569359,1,1,1,3.8044732e-08,1.0
-0.999535695562372,1,1,1,5.875872e-16,1.0
-0.2519017159938812,0,0,0,0.99534035,0.0046596834
-0.9731770372018218,0,0,0,1.0,3.2529703e-09
-0.9999876011306696,1,1,0,1.0,2.4457918e-08
-0.999502251012018,1,1,1,9.508306e-17,1.0
0.992654045112431,0,0,1,0.21213305,0.7878669
-0.9995158941746922,0,0,0,1.0,4.7615456e-10
-0.9278691112995148,0,0,0,0.9958437,0.004156344
-0.2573740780353546,1,0,1,5.9580934e-06,0.99999404
-0.7911682054400444,1,1,1,6.824874e-08,0.9999999
0.8785002827644348,0,0,1,0.034097925,0.96590203
-0.15836545825004578,1,0,0,0.99989605,0.00010391741
-0.9999819335062057,1,0,0,1.0,2.1488368e-08
0.808907613158226,1,1,1,4.7885737e-06,0.99999523
