rej_score,labels,hum_preds,preds,class_probs_0,class_probs_1,class_probs_2
0.0003177821636199951,1,1,1,0.03763902,0.9458316,0.01652935
-0.007182419300079346,1,1,1,0.0057801483,0.9940982,0.00012165943
-0.6157825142145157,1,1,1,0.0009257572,0.99904245,3.1736377e-05
-0.37759655714035034,1,1,1,0.0017341712,0.998256,9.807322e-06
-0.004836946725845337,1,1,1,0.0010284834,0.9977406,0.0012308813
-0.8249236196279526,1,1,1,4.9520393e-05,0.9999504,1.1431421e-07
-0.48066583275794983,1,1,1,0.011151883,0.9888278,2.0289881e-05
-0.48667845129966736,2,2,2,0.0003841905,0.006981146,0.9926346
-0.7284395545721054,1,1,1,0.00013044522,0.99985313,1.6401138e-05
-0.7298053205013275,1,0,1,6.207843e-06,0.9999937,5.152095e-08
0.02692621946334839,1,1,1,0.0028131793,0.9970611,0.0001257584
-0.7647348418831825,1,1,1,0.0017971308,0.99815947,4.3393495e-05
-0.36135992407798767,2,2,2,0.00034699438,0.050356615,0.9492964
-0.8804839216172695,1,1,1,0.00027671907,0.99972063,2.5882623e-06
-0.613486111164093,1,1,1,0.00010736374,0.9998406,5.195367e-05
-0.123416006565094,1,1,1,0.0008027105,0.98877746,0.010419834
-0.39429551362991333,2,2,2,0.0006559252,0.053690877,0.94565314
0.25503140687942505,1,1,1,0.00132571,0.998137,0.0005372263
-0.1987932324409485,1,1,1,0.0025116317,0.99744874,3.960016e-05
-0.16966789960861206,1,1,1,0.0069869263,0.9929848,2.8283439e-05
-0.9388738330453634,1,1,1,0.00010295122,0.999897,1.0810183e-08
-0.7551626041531563,1,1,1,3.7110796e-05,0.9999603,2.58174e-06
-0.3831886053085327,1,1,1,0.0003424234,0.99959964,5.79604e-05
-0.6760534942150116,1,1,1,0.0014966128,0.99846953,3.381825e-05
-0.6749572604894638,1,1,1,9.109447e-05,0.9999068,2.1015594e-06
-0.18468576669692993,2,2,2,0.002120033,0.0026656725,0.9952142
-0.2548205554485321,2,2,2,0.0014646043,0.0506292,0.94790626
0.5193737894296646,2,2,1,0.004726628,0.80657554,0.1886979
-0.9487205445766449,1,1,1,1.2838128e-06,0.9999987,4.1827266e-09
0.30052292346954346,2,2,2,0.0053088246,0.019199403,0.9754917
-0.9649285096675158,1,1,1,8.0158577e-07,0.9999988,4.1367775e-07
-0.4902006685733795,2,2,2,0.0002287321,0.0013404618,0.9984308
-0.5486198961734772,1,1,1,1.7120086e-05,0.9999759,6.954519e-06
-0.5501758605241776,1,1,1,0.00012177432,0.99987495,3.2469247e-06
-0.8793987892568111,1,1,1,3.7440436e-06,0.99999607,2.1604474e-07
0.7449375614523888,2,1,1,0.13851872,0.6032061,0.2582752
-0.9315286092460155,1,0,1,2.5724128e-06,0.9999974,1.0860008e-07
-0.7663213759660721,1,1,1,9.822888e-05,0.999899,2.7424403e-06
-0.1766192615032196,1,1,1,0.0006192861,0.9993781,2.572505e-06
-0.479993999004364,1,2,1,0.024157166,0.9740795,0.001763317
-0.018812626600265503,1,1,1,0.00011613822,0.9993074,0.00057649973
-0.5690359026193619,1,1,1,0.0010435571,0.99891126,4.5238194e-05
0.8853999562561512,1,1,1,0.055764444,0.49749726,0.44673836
0.6078269481658936,1,1,0,0.7752122,0.14807725,0.0767105
-0.14670079946517944,1,1,1,0.00012524633,0.9992015,0.00067332305
-0.004892021417617798,1,1,1,8.636368e-05,0.99899894,0.00091464794
-0.5708852261304855,1,1,1,0.0006396793,0.998865,0.0004952926
-0.4878934621810913,1,1,1,3.9623596e-05,0.99982625,0.00013413824
0.629118487238884,1,1,1,0.015557666,0.7724134,0.21202892
-0.5201489478349686,1,1,1,0.00015667497,0.9998171,2.632902e-05
-0.6598841547966003,1,1,1,2.524022e-05,0.9999672,7.499617e-06
-0.6272480934858322,1,1,1,8.106283e-06,0.9998271,0.00016488857
-0.6170714348554611,1,1,1,3.8099306e-06,0.9999399,5.625461e-05
0.45639318227767944,1,1,1,0.005212207,0.9632368,0.03155096
0.6739872992038727,0,0,2,0.0054068677,0.45560452,0.53898865
-0.8045137003064156,1,1,1,0.000110997054,0.9997794,0.00010963287
0.0409071147441864,1,1,0,0.556569,0.44007298,0.0033580225
0.456487238407135,1,1,1,0.00039689938,0.99586004,0.003743093
-0.7992163747549057,1,1,1,0.00024122251,0.9997534,5.3830154e-06
-0.7497354596853256,1,1,1,0.00014267347,0.99985695,3.579513e-07
0.6592307016253471,1,1,2,0.10059309,0.41915366,0.48025334
-0.6513888388872147,1,1,1,0.0001257497,0.9998715,2.702579e-06
-0.2662511169910431,1,1,1,0.00020428204,0.99948597,0.00030976464
0.050670236349105835,2,2,2,0.00094203587,0.053711437,0.94534653
0.33117929100990295,1,1,1,0.11714089,0.86982507,0.013034045
0.17749843001365662,1,1,1,0.0013387238,0.97738934,0.021271927
-0.7034414112567902,1,1,1,0.00012316069,0.99982953,4.7260586e-05
-0.6623792499303818,1,1,1,0.0008865584,0.9990609,5.2570093e-05
-0.7290928065776825,2,2,2,0.00056281633,0.00024935268,0.9991879
0.22901970148086548,1,1,1,0.3781198,0.6172916,0.0045885355
-0.021033376455307007,2,2,2,0.000100422214,0.024425508,0.975474
0.5717791318893433,2,2,1,0.014329897,0.8677368,0.11793322
-0.7058298736810684,1,1,1,4.8740018e-05,0.99995065,5.517287e-07
0.12378045916557312,1,1,1,0.013378695,0.9861064,0.0005149507
0.8383062668144703,2,2,2,0.001024385,0.48924193,0.5097337
0.6835398972034454,2,2,2,0.032679804,0.08121482,0.88610536
-0.4075588285923004,1,1,1,0.00065972673,0.99933535,4.957612e-06
-0.21236315369606018,1,1,1,4.707676e-06,0.99995923,3.60699e-05
-0.930414617061615,1,1,1,8.782017e-06,0.99999106,1.40132e-07
0.6521590352058411,1,1,2,0.0035566075,0.1455855,0.8508579
-0.7016265392303467,1,1,1,0.00019183842,0.99980634,1.7924982e-06
-0.33288469910621643,2,2,2,9.621711e-05,0.03586715,0.96403664
0.41064947843551636,1,1,1,0.001034166,0.9984894,0.00047637738
0.006363004446029663,2,2,2,0.00398844,0.068736784,0.92727476
-0.8265772014856339,1,0,1,0.00042503633,0.9995665,8.479994e-06
-0.7244102507829666,1,1,1,7.178638e-05,0.99991703,1.1135826e-05
-0.9604537803679705,1,1,1,5.3428516e-06,0.99999464,1.1282251e-08
0.7113796323537827,2,2,1,0.009991651,0.9315789,0.058429442
-0.1345183253288269,1,1,1,0.00072326534,0.9992005,7.6277094e-05
0.21749430894851685,1,1,1,0.0009765247,0.99882144,0.0002020721
0.38909202814102173,2,2,2,0.005717793,0.26323935,0.7310428
-0.4058278799057007,1,1,1,0.0064941463,0.99348456,2.136051e-05
0.3964274823665619,2,2,1,0.01798748,0.927423,0.054589476
0.7760991901159286,1,1,1,0.00088182546,0.80616534,0.19295284
-0.3216164708137512,1,1,1,0.00071302266,0.9992593,2.766068e-05
-0.48424476385116577,1,1,1,0.00012131582,0.9998716,7.081659e-06
0.16017353534698486,1,1,1,6.4540327e-06,0.9994854,0.00050812203
-0.8429878130555153,1,0,1,9.835122e-05,0.9999001,1.5211128e-06
-0.839467242360115,0,0,1,0.0055721793,0.9944147,1.3165106e-05
-0.6295516192913055,1,1,1,0.0005703148,0.99942625,3.43248e-06
0.015966713428497314,2,2,2,0.00095848786,0.052416086,0.9466254
0.3572697043418884,2,2,2,0.012378779,0.2219485,0.76567274
-0.8015321865677834,1,1,1,1.2548349e-05,0.9999863,1.1546689e-06
-0.33037659525871277,1,1,1,9.227769e-05,0.999884,2.3689312e-05
0.47438059747219086,1,1,1,0.016235046,0.8649374,0.11882752
-0.14563992619514465,2,2,1,9.09009e-05,0.9974367,0.0024724645
-0.903514850884676,1,1,1,9.869592e-07,0.99999905,4.216129e-09
-0.8948791287839413,1,1,1,0.0018925824,0.9981007,6.763099e-06
0.41634079813957214,2,2,1,0.0024618928,0.71968734,0.27785075
-0.9303992167115211,1,1,1,0.00015063734,0.9998493,1.288414e-08
-0.883680947124958,1,1,1,0.00013356484,0.99986243,3.946059e-06
-0.8524510860443115,1,1,1,0.00026601474,0.99973255,1.4299529e-06
-0.3648031949996948,2,2,2,0.00052073307,0.010413644,0.9890655
-0.6935033351182938,1,2,1,3.0435596e-05,0.99979967,0.00016990189
-0.6289836019277573,2,2,2,0.000546632,0.0031124165,0.99634093
