rej_score,labels,hum_preds,preds,class_probs_0,class_probs_1,class_probs_2
-0.08496719598770142,1,1,1,0.17846966,0.7555607,0.065969646
-0.038592398166656494,1,1,1,0.050403375,0.946844,0.0027526403
-0.10907220840454102,1,1,1,0.022226736,0.97704256,0.0007307072
-0.05086034536361694,1,1,1,0.06498534,0.934617,0.00039763
-0.05586504936218262,1,1,1,0.030998657,0.94747305,0.021528304
-0.050592005252838135,1,1,1,0.01430643,0.9856602,3.3379525e-05
0.07279723882675171,1,1,1,0.26363528,0.73540664,0.00095805264
0.010289013385772705,2,2,2,0.0064729424,0.091320224,0.90220684
-0.09351080656051636,1,1,1,0.012576807,0.98584783,0.0015753254
-0.013907432556152344,1,0,1,0.0058395257,0.9941409,1.9523664e-05
-0.03961813449859619,1,1,1,0.07987668,0.9183393,0.0017840363
-0.20180994272232056,1,1,1,0.08165009,0.9160456,0.0023042464
-0.15110564231872559,2,2,2,0.0012487498,0.070754334,0.92799693
-0.11674255132675171,1,1,1,0.03019172,0.9694186,0.00038961822
-0.06342411041259766,1,1,1,0.004345224,0.99400204,0.0016527075
0.021355032920837402,1,1,1,0.02347393,0.8741487,0.10237734
-0.09784477949142456,2,2,2,0.0030241758,0.062490463,0.9344854
-0.014792144298553467,1,1,1,0.037804343,0.9543825,0.007813138
-0.024585068225860596,1,1,1,0.051659193,0.9476002,0.00074058905
0.041466355323791504,1,1,1,0.13891198,0.8604056,0.00068241154
-0.15941619873046875,1,1,1,0.051374864,0.94862014,4.9874025e-06
-0.040364086627960205,1,1,1,0.0028944735,0.99669147,0.00041410045
-0.06609523296356201,1,1,1,0.011034496,0.9844083,0.004557137
-0.09733563661575317,1,1,1,0.025320085,0.97323453,0.0014454324
-0.01690000295639038,1,1,1,0.029436585,0.97025913,0.00030428835
0.006809830665588379,2,2,2,0.025278317,0.037000813,0.9377209
-0.0803723931312561,2,2,2,0.005256411,0.09623241,0.89851123
0.20421534776687622,2,2,1,0.048361253,0.6870266,0.26461217
-0.06512987613677979,1,1,1,0.000800478,0.9991972,2.3614784e-06
0.08022058010101318,2,2,2,0.017750496,0.12596188,0.8562876
-0.13772624731063843,1,1,1,0.0005973464,0.99928623,0.00011645773
-0.04303532838821411,2,2,2,0.0068387776,0.028626679,0.9645345
-0.035282909870147705,1,1,1,0.0031119573,0.99617225,0.0007157673
-0.02863973379135132,1,1,1,0.013487763,0.9863681,0.0001440972
-0.05569106340408325,1,1,1,0.0023803995,0.9975752,4.436827e-05
0.27498817443847656,2,1,1,0.15752563,0.5958201,0.24665427
-0.05144321918487549,1,0,1,0.0018782299,0.99806625,5.553157e-05
-0.07652628421783447,1,1,1,0.017783813,0.98179895,0.00041719148
-0.023688554763793945,1,1,1,0.044084415,0.9556868,0.00022874803
-0.34582972526550293,1,2,1,0.12432897,0.8706052,0.005065831
-0.0559544563293457,1,1,1,0.00768636,0.9836289,0.008684675
-0.04471182823181152,1,1,1,0.016940022,0.981361,0.0016989352
0.5229397118091583,1,1,1,0.24785201,0.42951646,0.32263154
-0.10355889797210693,1,1,0,0.79955524,0.17561921,0.024825608
-0.023467659950256348,1,1,1,0.0059259357,0.98012,0.013954081
-0.03513133525848389,1,1,1,0.0043355366,0.9725656,0.02309884
-0.03656500577926636,1,1,1,0.014403901,0.9664334,0.019162746
-0.043525874614715576,1,1,1,0.0042469664,0.9851354,0.010617699
0.1791784167289734,1,1,1,0.07873404,0.6986441,0.22262187
-0.07413089275360107,1,1,1,0.011847026,0.98748755,0.00066543935
-0.052367568016052246,1,1,1,0.010774653,0.9882345,0.0009907869
-0.029263556003570557,1,1,1,0.0007883011,0.992638,0.006573685
-0.024951696395874023,1,1,1,0.0008704085,0.9960025,0.0031270715
0.06991493701934814,1,1,1,0.045390446,0.8859461,0.06866347
0.38965409994125366,0,0,1,0.042121354,0.48574245,0.47213617
-0.12071871757507324,1,1,1,0.0069504054,0.98952746,0.0035222138
-0.27631276845932007,1,1,0,0.71469575,0.27290392,0.012400254
-0.003980755805969238,1,1,1,0.013975382,0.95173895,0.034285694
-0.06460899114608765,1,1,1,0.02484212,0.9745703,0.000587634
-0.0467832088470459,1,1,1,0.026408978,0.9735257,6.5351756e-05
0.42176786065101624,1,1,1,0.227033,0.3949946,0.37797245
-0.05095130205154419,1,1,1,0.019859131,0.979735,0.00040579034
-0.05528897047042847,1,1,1,0.014203834,0.97915936,0.006636757
0.036581993103027344,2,2,2,0.0048419237,0.09679976,0.89835835
0.11716705560684204,1,1,1,0.28418157,0.680731,0.03508745
0.06743526458740234,1,1,1,0.02407217,0.8766808,0.099246964
-0.08860188722610474,1,1,1,0.0134873185,0.98388875,0.0026239394
-0.12510353326797485,1,1,1,0.04572642,0.9515292,0.002744434
-0.061986684799194336,2,2,2,0.008048266,0.008650432,0.9833014
0.04243612289428711,1,1,1,0.35358125,0.6287033,0.017715497
0.06384319067001343,2,2,2,0.0031607975,0.10188991,0.8949493
0.18058991432189941,2,2,1,0.16531202,0.64283013,0.19185786
-0.04421544075012207,1,1,1,0.009310248,0.99054736,0.00014235778
-0.03658372163772583,1,1,1,0.10830069,0.88867694,0.0030224177
0.30777299404144287,2,2,2,0.008399676,0.32068062,0.6709197
0.24288606643676758,2,2,2,0.07599197,0.2667743,0.6572337
-0.05328106880187988,1,1,1,0.04198499,0.9575819,0.0004330799
-0.016101956367492676,1,1,1,0.0021439914,0.9965767,0.001279254
-0.09090566635131836,1,1,1,0.0031470004,0.99681205,4.100372e-05
0.10223221778869629,1,1,2,0.00683587,0.14319152,0.84997267
-0.032200396060943604,1,1,1,0.01876128,0.98104984,0.00018885321
0.030260741710662842,2,2,2,0.00087081,0.10979765,0.8893315
-0.03138357400894165,1,1,1,0.018334182,0.978672,0.0029937467
0.21776485443115234,2,2,2,0.050274193,0.39476782,0.55495805
-0.1151888370513916,1,0,1,0.019668285,0.97972775,0.0006039799
-0.044372498989105225,1,1,1,0.0068950085,0.99199826,0.0011067061
-0.052453696727752686,1,1,1,0.003568751,0.99642015,1.1113764e-05
0.024846255779266357,2,2,1,0.054797,0.85612524,0.0890778
-0.017543792724609375,1,1,1,0.08216661,0.9142065,0.0036268663
-0.014869511127471924,1,1,1,0.028057097,0.9674512,0.0044917306
0.24414604902267456,2,2,2,0.04132309,0.4156873,0.54298955
-0.03876227140426636,1,1,1,0.17887898,0.820467,0.0006540599
0.02578967809677124,2,2,1,0.14764011,0.76405925,0.08830068
0.3188387155532837,1,1,1,0.010163178,0.6405128,0.349324
-0.07271784543991089,1,1,1,0.022842133,0.9763639,0.00079395797
-0.030181825160980225,1,1,1,0.013815568,0.9856983,0.00048612946
-0.01891469955444336,1,1,1,0.0020027761,0.9925479,0.0054492974
-0.11486947536468506,1,0,1,0.017775433,0.9820426,0.0001819501
-0.1714441180229187,0,0,1,0.12615894,0.8731841,0.0006569842
-0.04078352451324463,1,1,1,0.03085829,0.96895605,0.00018569361
-0.02650582790374756,2,2,2,0.0073951753,0.13718645,0.85541844
0.2123548984527588,2,2,2,0.07431108,0.2815719,0.644117
-0.04291039705276489,1,1,1,0.007954547,0.9915496,0.0004958017
-0.034674763679504395,1,1,1,0.010376877,0.9877517,0.0018713645
0.06284815073013306,1,1,1,0.027189631,0.7736473,0.19916308
-0.04347074031829834,2,2,1,0.003295805,0.9732329,0.023471268
-0.04616290330886841,1,1,1,0.0023150821,0.99768245,2.461728e-06
-0.39157652854919434,1,1,1,0.07206626,0.9276474,0.00028634738
0.3460625410079956,2,2,2,0.010596522,0.44497436,0.5444291
-0.14164990186691284,1,1,1,0.034462236,0.9655288,8.979069e-06
-0.19976329803466797,1,1,1,0.019042682,0.9806418,0.00031549987
-0.20467054843902588,1,1,1,0.011938385,0.98793703,0.00012454533
-0.02481478452682495,2,2,2,0.011048242,0.07463176,0.91432
-0.18228119611740112,1,2,1,0.0027594473,0.99456376,0.002676819
