rej_score,labels,hum_preds,preds,class_probs_0,class_probs_1,class_probs_2
0.7229644358158112,1,1,1,6.7219758e-06,0.99999154,1.7469789e-06
0.36180379986763,1,1,1,3.951178e-07,0.99999964,1.9578403e-08
-0.6994274109601974,1,1,1,4.4120373e-08,1.0,4.389856e-10
-0.29535961151123047,1,1,1,3.766424e-07,0.99999964,2.6226283e-09
0.5354926288127899,1,1,1,4.274725e-06,0.99991643,7.9315476e-05
-0.6034217476844788,1,1,1,5.859382e-10,1.0,3.1702023e-11
0.38666149973869324,1,1,1,8.472109e-08,0.9999999,2.9786847e-08
-0.5729322582483292,2,2,2,3.838207e-08,0.0030997896,0.9969002
-0.384553998708725,1,1,1,1.0478468e-08,0.9999999,8.396964e-08
-0.5645749866962433,1,0,1,1.9455184e-09,1.0,2.531866e-12
0.534630075097084,1,1,1,5.2522187e-09,1.0,1.7187824e-08
-0.5953477770090103,1,1,1,6.3863376e-10,1.0,2.522075e-10
0.6516202092170715,2,2,2,5.930672e-05,0.15989031,0.8400504
-0.6155699193477631,1,1,1,1.4384382e-07,0.9999999,2.1971089e-10
-0.43590644001960754,1,1,1,3.8713255e-09,1.0,3.3930996e-09
0.1977228820323944,1,1,1,1.3762854e-05,0.99976295,0.0002232755
0.7895823866128922,2,2,2,0.0012792366,0.31161323,0.6871075
0.48580652475357056,1,1,1,4.1810677e-07,0.9999976,1.9186634e-06
-0.18173757195472717,1,1,1,2.0439485e-08,0.9999999,8.045916e-08
0.10434579849243164,1,1,1,8.450643e-08,0.99999976,1.477135e-07
-0.8633789643645287,1,1,1,5.6400227e-09,1.0,6.1289474e-14
-0.5819211453199387,1,1,1,5.6980684e-07,0.9999994,3.235841e-08
-0.13842976093292236,1,1,1,1.5044254e-06,0.99999833,1.72382e-07
-0.2581346929073334,1,1,1,4.5799855e-08,1.0,3.4420244e-10
-0.35666757822036743,1,1,1,3.7210912e-10,1.0,1.9330523e-10
0.5168219953775406,2,2,2,2.110713e-05,0.0092728855,0.990706
0.7205411940813065,2,2,1,5.5155586e-05,0.92833984,0.07160503
0.6588080376386642,2,2,1,1.0836144e-05,0.96806794,0.0319212
-0.9212740138173103,1,1,1,1.08903456e-10,1.0,2.9603065e-15
0.956173200160265,2,2,2,2.1993344e-05,0.42148784,0.57849014
-0.8083447068929672,1,1,1,5.761122e-09,1.0,1.6701276e-10
-0.13870099186897278,2,2,2,2.3231419e-06,0.0046659885,0.9953316
-0.09840860962867737,1,1,1,3.257975e-09,1.0,2.7770843e-09
-0.1133539080619812,1,1,1,8.211684e-08,0.9999999,3.7336655e-11
-0.5826867669820786,1,1,1,6.398835e-10,1.0,4.3020074e-11
0.6970722824335098,2,1,1,7.1413183e-06,0.99867153,0.0013213223
-0.6167466938495636,1,0,1,9.576666e-10,1.0,6.260936e-11
-0.6752704381942749,1,1,1,4.897894e-09,0.9999999,1.5203719e-07
0.06104236841201782,1,1,1,2.5915603e-09,0.9999999,9.9313255e-08
-0.17452552914619446,1,2,1,1.9766826e-06,0.999998,7.2582913e-09
-0.21115031838417053,1,1,1,5.1281945e-06,0.9999949,6.029644e-09
0.06750047206878662,1,1,1,7.903561e-07,0.99999905,1.9197853e-07
0.6368742734193802,1,1,1,1.2395725e-05,0.949238,0.050749578
0.9899521237239242,1,1,1,9.0322916e-05,0.9961727,0.0037369179
0.2701399326324463,1,1,1,5.351273e-07,0.99997556,2.3955688e-05
-0.049707621335983276,1,1,1,5.9678066e-05,0.99189746,0.00804281
-0.19446104764938354,1,1,1,3.5172593e-07,0.9999933,6.319434e-06
-0.17952606081962585,1,1,1,2.0739094e-08,0.9999988,1.1627355e-06
0.7035154849290848,1,1,1,1.2643133e-06,0.9986436,0.0013551268
-0.3890649974346161,1,1,1,1.2263051e-06,0.9999987,5.4677972e-08
0.034596413373947144,1,1,1,2.764679e-07,0.9999994,3.0565428e-07
-0.4401152431964874,1,1,1,1.279788e-07,0.9999995,3.897354e-07
-0.7902579829096794,1,1,1,3.8855237e-07,0.99999964,1.9406414e-08
0.5028059482574463,1,1,1,1.3007678e-07,0.9941784,0.005821413
0.9313905946910381,0,0,1,1.985801e-06,0.99558455,0.004413537
-0.7362398356199265,1,1,1,2.6780508e-06,0.99999726,2.5897116e-08
0.6166485548019409,1,1,1,5.0007316e-07,0.99992,7.950812e-05
0.7536588162183762,1,1,1,2.2035279e-07,0.99996316,3.6584366e-05
-0.6264251172542572,1,1,1,1.2537449e-08,1.0,4.844416e-09
-0.6320931911468506,1,1,1,4.7061732e-09,1.0,5.8268195e-09
0.7792175114154816,1,1,1,1.6316244e-05,0.8834943,0.11648941
-0.10131052136421204,1,1,1,1.9891873e-09,1.0,6.963021e-10
-0.286161333322525,1,1,1,2.8817158e-07,0.99999976,7.6111756e-10
-0.8376083523035049,2,2,2,6.541042e-07,0.0015196926,0.99847966
0.7551313489675522,1,1,1,2.715091e-05,0.9970908,0.0028820084
0.21261149644851685,1,1,1,1.6848031e-07,0.9938412,0.0061586415
-0.34378549456596375,1,1,1,1.4812711e-07,0.9999999,1.1856159e-09
-0.47701168060302734,1,1,1,2.9087238e-08,1.0,1.4261346e-10
-0.9902372267097235,2,2,2,1.4854271e-08,3.5607081e-06,0.9999964
0.6955613344907761,1,1,1,5.8509602e-08,0.9999969,3.0342721e-06
-0.6971924602985382,2,2,2,1.6602502e-08,0.007006718,0.9929933
0.88359534740448,2,2,1,8.023288e-05,0.9965224,0.0033973649
-0.5949788987636566,1,1,1,1.6885823e-08,1.0,1.1991519e-10
0.09508839249610901,1,1,1,8.538612e-06,0.9999902,1.2244133e-06
0.8074368536472321,2,2,1,2.356117e-05,0.92972845,0.070248015
0.9671365926042199,2,2,1,0.0008554545,0.52547723,0.4736673
0.08771657943725586,1,1,1,3.305516e-08,0.9999999,2.795196e-08
0.22983673214912415,1,1,1,7.1040693e-09,1.0,5.42584e-09
-0.8205514699220657,1,1,1,4.1879712e-08,1.0,2.6583284e-11
0.7941010221838951,1,1,2,7.5294236e-05,0.23907685,0.76084787
-0.6097219437360764,1,1,1,1.1905517e-09,1.0,5.028504e-10
-0.9280082806944847,2,2,2,4.9362995e-07,0.0041671684,0.9958324
0.22356125712394714,1,1,1,3.3630795e-06,0.9999962,4.928468e-07
