rej_score,labels,hum_preds,preds,class_probs_0,class_probs_1,class_probs_2
0.24762755632400513,1,1,1,0.19464648,0.75237244,0.05298109
0.10627418756484985,1,1,1,0.103393786,0.8937258,0.002880373
0.04416322708129883,1,1,1,0.0422415,0.9558368,0.0019217215
0.058137476444244385,1,1,1,0.05775445,0.9418625,0.0003830002
0.03433561325073242,1,1,1,0.023545336,0.9656644,0.010790291
0.012687921524047852,1,1,1,0.0126612075,0.9873121,2.6705653e-05
0.2754572629928589,1,1,1,0.27452412,0.72454274,0.00093313423
0.027325332164764404,2,2,2,0.0009092244,0.026416162,0.97267467
0.01610463857650757,1,1,1,0.014945725,0.98389536,0.0011589765
0.002888321876525879,1,0,1,0.002873192,0.9971117,1.5051981e-05
0.10914915800094604,1,1,1,0.10695819,0.89085084,0.002190986
0.08782368898391724,1,1,1,0.08612507,0.9121763,0.001698558
0.12406527996063232,2,2,2,0.0023883043,0.12167702,0.8759347
0.02305048704147339,1,1,1,0.022714052,0.9769495,0.0003364359
0.011707842350006104,1,1,1,0.009005696,0.98829216,0.0027021393
0.07509493827819824,1,1,1,0.019740859,0.92490506,0.05535405
0.077339768409729,2,2,2,0.0021051501,0.075234555,0.92266023
0.03590434789657593,1,1,1,0.02923438,0.96409565,0.0066699926
0.06937170028686523,1,1,1,0.068389215,0.9306283,0.000982467
0.11647403240203857,1,1,1,0.11596541,0.88352597,0.0005086125
0.02131897211074829,1,1,1,0.021316411,0.978681,2.5058218e-06
0.0092887282371521,1,1,1,0.008898379,0.9907113,0.0003902921
0.014899790287017822,1,1,1,0.013340251,0.9851002,0.0015595625
0.08712738752365112,1,1,1,0.084909104,0.9128726,0.002218274
0.02294015884399414,1,1,1,0.022630734,0.97705984,0.00030935384
0.045728445053100586,2,2,2,0.023273291,0.022455135,0.95427155
0.13851773738861084,2,2,2,0.0068515935,0.13166606,0.86148226
0.41717803478240967,2,2,1,0.030033508,0.58282197,0.3871445
0.002397596836090088,1,1,1,0.0023938208,0.9976024,3.852536e-06
0.05245351791381836,2,2,2,0.008556646,0.04389689,0.9475465
0.0006230473518371582,1,1,1,0.00047917687,0.99937695,0.00014395693
0.0303725004196167,2,2,2,0.0044858577,0.025886677,0.9696275
0.007845938205718994,1,1,1,0.006875872,0.99215406,0.0009700321
0.012956976890563965,1,1,1,0.012761974,0.987043,0.000195058
0.002543032169342041,1,1,1,0.0024942893,0.99745697,4.8728067e-05
0.5476090610027313,2,1,1,0.27176133,0.45239094,0.27584776
0.0017931461334228516,1,0,1,0.0017515975,0.99820685,4.153287e-05
0.01727759838104248,1,1,1,0.016961364,0.9827224,0.00031622595
0.0652807354927063,1,1,1,0.06508723,0.93471926,0.00019350495
0.1982187032699585,1,2,1,0.19169,0.8017813,0.006528754
0.014132916927337646,1,1,1,0.0043967417,0.9858671,0.009736196
0.05463963747024536,1,1,1,0.05291242,0.94536036,0.0017271744
0.5297583937644958,1,1,1,0.15328655,0.4702416,0.3764718
0.22583222389221191,1,1,0,0.7741678,0.17526339,0.050568834
0.022937774658203125,1,1,1,0.008794914,0.9770622,0.014142792
0.012124300003051758,1,1,1,0.0038612047,0.9878757,0.008263123
0.043846845626831055,1,1,1,0.027407292,0.95615315,0.016439494
0.015765011310577393,1,1,1,0.0066549364,0.984235,0.009110067
0.3693775534629822,1,1,1,0.041341472,0.63062245,0.3280361
0.009111404418945312,1,1,1,0.008609272,0.9908886,0.00050214515
0.004809856414794922,1,1,1,0.0040111076,0.99519014,0.0007987282
0.010834157466888428,1,1,1,0.0008606262,0.98916584,0.009973557
0.0060422420501708984,1,1,1,0.0011537288,0.99395776,0.0048884484
0.24284398555755615,1,1,1,0.09124167,0.757156,0.1516023
0.33412277698516846,0,0,2,0.019954294,0.31416848,0.6658772
0.010710954666137695,1,1,1,0.0067089465,0.98928905,0.0040020095
0.1817188262939453,1,1,0,0.8182812,0.17819008,0.00352877
0.07021123170852661,1,1,1,0.016203497,0.92978877,0.05400772
0.0328943133354187,1,1,1,0.032303024,0.9671057,0.0005913109
0.02948707342147827,1,1,1,0.029421978,0.9705129,6.5106826e-05
0.3975406289100647,1,1,2,0.14687155,0.25066903,0.6024594
0.020173728466033936,1,1,1,0.019886794,0.9798263,0.0002869903
0.02949988842010498,1,1,1,0.019538492,0.9705001,0.009961353
0.10984724760055542,2,2,2,0.0046582366,0.10518902,0.89015275
0.48368656635284424,1,1,1,0.4456325,0.51631343,0.038054068
