rej_score,labels,hum_preds,preds,class_probs_0,class_probs_1,class_probs_2
-0.5076454430818558,1,1,1,0.08507957,0.8549975,0.059922967
-0.8178145289421082,1,1,1,0.03279395,0.9641648,0.0030412835
-0.9098975174129009,1,1,1,0.014299726,0.9848803,0.00081989804
-0.8730137124657631,1,1,1,0.03495801,0.9646664,0.0003756239
-0.8145249858498573,1,1,1,0.013988834,0.9740165,0.011994664
-0.9645040147006512,1,1,1,0.004296579,0.9956728,3.0571795e-05
-0.6158257722854614,1,1,1,0.21728656,0.78145665,0.00125677
-0.880325511097908,2,2,2,0.0005845005,0.03724899,0.9621665
-0.9172409400343895,1,1,1,0.0049338876,0.9936837,0.0013824754
-0.981262756511569,1,0,1,0.0008487898,0.9991379,1.334036e-05
-0.808264434337616,1,1,1,0.03097352,0.96779066,0.0012357818
-0.7869539186358452,1,1,1,0.04300028,0.9545011,0.0024986735
-0.7937274351716042,2,2,2,0.0009101169,0.10278503,0.8963048
-0.9162433482706547,1,1,1,0.010558489,0.9890611,0.00038042074
-0.9447128158062696,1,1,1,0.0014868198,0.9972318,0.0012813901
-0.7054333388805389,1,1,1,0.0074374443,0.93433905,0.058223523
-0.780512273311615,2,2,2,0.0011550158,0.10628594,0.8925591
-0.8138165324926376,1,1,1,0.010637831,0.9834005,0.0059616114
-0.8762757778167725,1,1,1,0.019629065,0.97986525,0.0005056961
-0.8149472400546074,1,1,1,0.053895127,0.945567,0.0005379142
-0.9644498089328408,1,1,1,0.016413411,0.9835841,2.4708982e-06
-0.9424429386854172,1,1,1,0.003255424,0.99643916,0.00030534918
-0.8875259570777416,1,1,1,0.0077366442,0.9895187,0.0027447087
-0.7989253774285316,1,1,1,0.034737926,0.96234995,0.0029122026
-0.9540146887302399,1,1,1,0.0042866855,0.9955504,0.00016290744
-0.8574377559125423,2,2,2,0.012786477,0.010775506,0.976438
-0.7574079930782318,2,2,2,0.0025947401,0.08229161,0.9151136
-0.34361255168914795,2,2,1,0.015739145,0.64896613,0.3352947
-0.9935501422733068,1,1,1,0.00054262514,0.99945587,1.4887884e-06
-0.8855294995009899,2,2,2,0.0029812881,0.029097721,0.96792096
-0.9881402086466551,1,1,1,0.00012340589,0.9998053,7.1396724e-05
-0.8869224451482296,2,2,2,0.0015213048,0.032898393,0.9655803
-0.9269672185182571,1,1,1,0.0020455443,0.9971636,0.00079078565
-0.9419934917241335,1,1,1,0.004015632,0.99583024,0.00015408473
-0.9755586236715317,1,1,1,0.00054257247,0.99943835,1.9029989e-05
-0.06478700041770935,2,1,1,0.1937385,0.4495983,0.35666317
-0.9833971923217177,1,0,1,0.00047979283,0.9994874,3.272394e-05
-0.9185282103717327,1,1,1,0.009806821,0.9897787,0.00041448922
-0.9138621129095554,1,1,1,0.018075706,0.9817723,0.00015203637
-0.6584793478250504,1,2,1,0.0654841,0.93190885,0.0026070767
-0.848136194050312,1,1,1,0.0031874084,0.98325735,0.01355528
-0.846755862236023,1,1,1,0.017375197,0.98098606,0.0016387013
-0.16679632663726807,1,1,1,0.07416982,0.56145537,0.36437482
-0.25814543664455414,1,1,0,0.5942712,0.255715,0.1500138
-0.8465846851468086,1,1,1,0.0024245721,0.98311746,0.014457921
-0.8815202414989471,1,1,1,0.0014220589,0.988429,0.010148976
-0.7657574266195297,1,1,1,0.016194936,0.96670634,0.017098663
-0.8823359981179237,1,1,1,0.0019019286,0.989773,0.008325111
-0.21724145114421844,1,1,1,0.015876714,0.5621326,0.4219907
-0.9277669042348862,1,1,1,0.004278438,0.9952873,0.0004342355
-0.9585209470242262,1,1,1,0.0014370151,0.99804294,0.0005199712
-0.9537026882171631,1,1,1,0.00032174907,0.99397755,0.0057006977
-0.9272559285163879,1,1,1,0.00049460755,0.9947798,0.0047255773
-0.5134806782007217,1,1,1,0.030224048,0.8588644,0.11091154
-0.33050987124443054,0,0,2,0.0086437985,0.3456103,0.6457459
-0.8708861693739891,1,1,1,0.003489858,0.9915113,0.0049988907
-0.4176168888807297,1,1,0,0.6331376,0.35582134,0.011041029
-0.8090988546609879,1,1,1,0.0043510315,0.9729964,0.022652514
-0.8836135491728783,1,1,1,0.013655259,0.985636,0.00070875086
-0.9491044096648693,1,1,1,0.012785312,0.9871624,5.232365e-05
-0.23982249200344086,1,1,2,0.07547547,0.36582613,0.5586985
-0.9232704304158688,1,1,1,0.007869302,0.9918281,0.00030259535
-0.8467110320925713,1,1,1,0.007328251,0.9842712,0.008400523
-0.8126805163919926,2,2,2,0.001811236,0.07294898,0.9252398
-0.28937749564647675,1,1,1,0.25666192,0.69116986,0.0521682
-0.5647629648447037,1,1,1,0.012247829,0.8101507,0.17760152
-0.8710120990872383,1,1,1,0.0062648603,0.9911287,0.0026064555
-0.8521114513278008,1,1,1,0.016218238,0.98134345,0.0024382973
-0.9266769178211689,2,2,2,0.0019933514,0.013775011,0.9842317
-0.27830998599529266,1,1,1,0.37829518,0.60031086,0.021394022
-0.8383851684629917,2,2,2,0.00039497158,0.061105933,0.9384991
-0.5176108926534653,2,2,1,0.022431742,0.88386416,0.093704045
-0.9599737618118525,1,1,1,0.00419231,0.9957496,5.8080113e-05
-0.83548554033041,1,1,1,0.046442986,0.9504319,0.003125094
-0.597260907292366,2,2,2,0.0021000474,0.26293808,0.73496187
-0.47647567093372345,2,2,2,0.066651255,0.1502378,0.783111
-0.9435680210590363,1,1,1,0.008695765,0.9911821,0.0001221062
-0.9568919260054827,1,1,1,0.000329659,0.998271,0.0013993036
-0.9720068285241723,1,1,1,0.0019548857,0.99801105,3.4049976e-05
-0.7625881657004356,1,1,2,0.0031144724,0.08465993,0.91222566
-0.9490217976272106,1,1,1,0.0074223625,0.9924171,0.00016051823
-0.8090224079787731,2,2,2,0.00023918312,0.12131912,0.8784417
-0.770731694996357,1,1,1,0.016753878,0.9758472,0.0073988894
