rej_score,labels,hum_preds,preds,class_probs_0,class_probs_1,class_probs_2,class_probs_3,class_probs_4,class_probs_5,class_probs_6,class_probs_7,class_probs_8,class_probs_9
-0.039440810680389404,4,4,4,3.0656533e-08,5.1945563e-06,2.2013572e-05,1.5397518e-06,0.9931767,2.8794524e-05,2.2613455e-07,0.006764769,3.1597253e-07,3.6961265e-07
-0.0700564980506897,7,7,7,1.1286163e-05,7.513757e-05,0.00026122824,0.00033388776,0.007555261,0.0008459418,1.3816126e-05,0.990866,1.027852e-05,2.7135877e-05
-0.0636054277420044,2,2,6,0.0025757924,0.00028414707,0.014411552,0.0023952858,0.007587093,0.00062251603,0.97124654,0.00012583555,0.00050119346,0.00025002225
-0.05698210000991821,5,5,5,5.897282e-06,1.5239352e-05,0.0026468884,0.0018851148,0.0010671563,0.99361503,0.0007368423,7.407056e-06,5.3571634e-06,1.5003087e-05
-0.029407203197479248,9,9,9,6.663738e-05,0.0011554662,9.008319e-07,2.048398e-05,5.232186e-06,1.6649475e-06,7.5541197e-06,0.00014396035,2.2464577e-05,0.9985757
0.15119290351867676,1,1,1,0.0031962914,0.763613,0.003995511,0.10777288,0.0013503614,0.036439605,0.002327327,0.0008390091,0.014428386,0.066037625
-0.009531855583190918,3,5,3,0.00029999454,0.00016779787,0.03917994,0.89264363,0.0065201684,0.041815087,0.0066847214,0.006702298,0.0033631055,0.0026231539
-0.031150341033935547,4,4,4,0.0129763745,0.0009135441,0.030024843,0.002033551,0.9395874,0.0050922018,0.00092340924,0.0023695487,0.0052085468,0.00087061117
-0.05270206928253174,0,0,0,0.99967444,1.1000786e-05,1.4394602e-05,3.184071e-06,2.4975025e-06,1.9582745e-05,8.119203e-06,7.745631e-06,0.00024493015,1.4123659e-05
-0.03619009256362915,2,2,2,1.6330592e-05,1.625376e-05,0.99948335,5.9599795e-05,0.000120586905,2.214003e-05,8.338079e-05,7.364254e-05,0.000121358724,3.2991773e-06
-0.005116105079650879,9,9,9,8.996632e-06,7.7322555e-05,1.5775673e-05,5.9226596e-07,7.858635e-07,4.989996e-07,6.662084e-06,1.6668106e-05,8.2941295e-07,0.99987185
-0.0005439519882202148,9,9,9,0.0002529683,0.0013980613,0.011238919,0.00044062297,4.2345615e-05,0.00029632924,3.9560633e-05,0.0007005425,0.00011048522,0.9854801
-0.01762974262237549,5,5,5,1.6258211e-06,1.47723e-06,5.4641566e-07,0.000100660356,8.065398e-08,0.99988914,2.6583965e-07,2.3797386e-06,1.1874751e-07,3.7911334e-06
-0.05084604024887085,0,0,0,0.9923873,0.0001661717,0.00033768476,0.0003912713,1.3002423e-05,0.000100153935,0.0006658904,5.2538726e-05,0.0058407574,4.522306e-05
-0.055085182189941406,9,9,9,0.00064343837,0.007775329,4.2031563e-05,0.0001732692,5.60955e-06,0.0001730849,1.0793898e-05,0.00033147237,0.0006240135,0.990221
0.10851067304611206,6,6,6,0.011857518,0.008320768,0.08217051,0.023195047,0.020471703,0.011616158,0.7648838,0.0019312485,0.01815462,0.057398476
-0.0026119351387023926,1,1,1,1.8610526e-08,0.99999917,2.3910371e-09,3.0567995e-10,2.5379126e-08,5.7225313e-10,3.4890846e-10,3.2615475e-09,5.5303214e-08,7.47025e-07
0.02483147382736206,9,9,2,0.055490375,0.008145554,0.9041652,0.002384814,0.001106373,0.0022034605,0.005961415,0.0033434657,0.0110091,0.0061903545
