rej_score,labels,hum_preds,preds,class_probs_0,class_probs_1,class_probs_2,class_probs_3,class_probs_4,class_probs_5,class_probs_6,class_probs_7,class_probs_8,class_probs_9
-0.9952353474623123,4,4,4,1.0412198e-08,2.3628807e-06,1.3023239e-05,6.867495e-07,0.99523664,2.2507033e-05,5.659743e-08,0.004724438,6.079794e-08,1.2478604e-07
-0.9912414229766,7,7,7,6.9740254e-06,4.2344345e-05,0.00019064671,0.0002492863,0.0067705614,0.001015179,5.4817747e-06,0.9917031,3.625081e-06,1.2839434e-05
-0.9641593527048826,2,2,6,0.0021682028,0.00017406605,0.013105931,0.0018380524,0.0062745283,0.00046042728,0.97531086,8.3405175e-05,0.00042446493,0.00016006165
-0.9939472320074856,5,5,5,3.1626432e-06,9.441485e-06,0.002341401,0.0017624649,0.0011339003,0.9940469,0.0006853437,3.711017e-06,3.0415624e-06,1.0688365e-05
-0.9987214612856405,9,9,9,7.098459e-05,0.0010611252,3.3670744e-07,1.4821424e-05,4.967345e-06,1.1458227e-06,4.085341e-06,7.75046e-05,1.5921707e-05,0.998749
-0.7945064618252218,1,1,1,0.002268886,0.7991572,0.0025743889,0.08578787,0.0010668505,0.033307854,0.0016449115,0.00046907543,0.011538464,0.062184464
-0.8880355693399906,3,5,3,0.00017835377,8.390902e-05,0.025961509,0.91759306,0.0052700117,0.039406877,0.0037067567,0.004240888,0.0023143273,0.001244253
-0.946899380069226,4,4,4,0.0092405155,0.00069637684,0.026253056,0.0015658231,0.95130754,0.004671447,0.0006835264,0.0018217263,0.0031675322,0.000592467
-0.9996374557886156,0,0,0,0.9997471,8.235353e-06,1.10372e-05,1.8312803e-06,1.4970111e-06,1.3780458e-05,8.454738e-06,5.371177e-06,0.00019090816,1.1713707e-05
-0.9987349206930958,2,2,2,9.067684e-06,1.0996201e-05,0.99963427,4.818046e-05,8.8364926e-05,1.7452568e-05,5.183853e-05,6.158456e-05,7.6520155e-05,1.708196e-06
-0.999888894817559,9,9,9,8.411217e-06,7.402892e-05,5.6488825e-06,4.47258e-07,8.0571647e-07,2.6674974e-07,3.6722033e-06,8.0558475e-06,5.501824e-07,0.9998982
-0.9901210307434667,9,9,9,0.00021602644,0.0015615153,0.005912146,0.00042443775,4.4863453e-05,0.00022899995,2.393724e-05,0.0004491716,8.8389876e-05,0.9910505
-0.9999193518007417,5,5,5,7.307405e-07,8.4549157e-07,2.9241596e-07,7.4193245e-05,5.8061342e-08,0.9999201,1.6183076e-07,9.018856e-07,5.0719045e-08,2.604675e-06
-0.9910100026754662,0,0,0,0.99386543,0.000111964844,0.00026823595,0.00021895806,6.025497e-06,6.65528e-05,0.00059448177,3.638195e-05,0.004802546,2.939458e-05
-0.9913048212474678,9,9,9,0.00055960525,0.007108685,1.684533e-05,0.00012365743,4.314426e-06,0.00012439549,5.703668e-06,0.0001625378,0.00042199425,0.9914724
-0.7145086228847504,6,6,6,0.012691269,0.006947536,0.070716664,0.022239694,0.021196008,0.0101502035,0.7830338,0.0015094356,0.0179914,0.053524002
-0.9999996423092842,1,1,1,4.0952473e-09,0.99999964,5.88127e-10,4.2001385e-11,6.1618755e-09,1.5821314e-10,6.417457e-11,5.973875e-10,1.2291783e-08,3.7179632e-07
-0.8724270295351744,9,9,2,0.05069461,0.007529152,0.9140743,0.0021130189,0.0008680214,0.0020195446,0.005068579,0.0029009022,0.0095103765,0.0052215164
-0.7018567635677755,3,3,5,4.909268e-05,5.556132e-05,0.012427937,0.24400887,0.007894985,0.71388435,0.0068113343,0.014533838,0.00019880656,0.00013521573
-0.7704968638718128,2,2,2,0.0016812194,0.0005209205,0.85575217,0.074788444,0.0013796256,0.026743174,0.013584514,0.02352672,0.0015043666,0.0005187836
-0.30797453224658966,0,0,7,0.1284361,0.0052082906,0.009630293,0.18207215,0.0060974564,0.04611634,0.11576624,0.47050476,0.0024952074,0.03367311
-0.5223826252113213,1,1,9,0.0001579133,0.4747141,5.832634e-06,2.6963115e-05,4.796806e-06,1.2182057e-06,6.259476e-05,2.4586981e-05,0.002544448,0.5224575
-0.17907584458589554,3,3,8,0.069151714,0.0068469574,0.17403531,0.102264725,0.01131586,0.24601223,0.056463998,0.015727581,0.3007923,0.017389271
-0.9110517418012023,0,0,0,0.92180794,0.0010376523,0.005898206,4.0510815e-05,0.00047040524,0.0012368141,0.06634984,0.001162867,0.000664193,0.0013316344
-0.4893917962908745,3,3,3,0.015588,0.0061041242,0.029386148,0.5559687,0.0072733057,0.318472,0.010760917,0.023598943,0.024606362,0.008241472
-0.9890452316903975,7,7,7,4.5983532e-05,9.045041e-05,0.00024201309,7.7164885e-05,0.0066972105,0.0030168172,1.27808735e-05,0.9897147,2.3956989e-05,7.902026e-05
-0.9999994031707344,9,9,9,9.301663e-08,4.6735073e-07,2.625022e-11,6.883904e-10,9.612543e-11,2.3361353e-09,2.5824978e-10,7.307486e-10,1.3603133e-09,0.9999994
-0.9851270645449404,8,8,8,0.011068627,0.0010142773,0.000119453,0.00019017037,4.181941e-05,1.8175513e-05,7.314847e-05,6.2490844e-06,0.98602283,0.0014451727
-0.9969689296267461,8,8,8,0.00011512102,0.0019813376,4.6699955e-05,4.3658816e-05,2.6093301e-05,2.3626278e-06,9.453842e-05,9.52669e-07,0.99717546,0.0005137924
-0.9819387194647788,9,9,9,3.102339e-06,0.017909078,3.8274828e-07,7.10927e-05,2.6764424e-06,2.1795388e-05,8.92218e-06,8.399849e-06,2.4709072e-05,0.98194987
-0.9999946349859197,1,1,1,7.6663165e-09,0.99999464,2.2592146e-09,2.0497096e-10,1.1081407e-09,5.8321306e-11,7.687225e-09,1.3741854e-09,4.870164e-09,5.368297e-06
-0.9534995274152607,3,3,3,0.0019619968,7.0876784e-05,0.00021183219,0.9607699,6.799397e-05,0.029312238,0.00030421413,0.00039331854,0.0067117815,0.00019589014
-0.9526729604694992,3,3,3,4.241389e-05,3.933942e-05,0.028649336,0.9594868,0.0008254957,0.009657762,9.340942e-05,0.00088776916,0.00024115536,7.64085e-05
-0.8336369101889431,9,9,9,0.002371992,0.0041881944,0.0016296849,0.010916372,0.0006529273,0.014518383,5.773868e-05,0.0042186542,0.12172007,0.83972603
-0.9987287819128454,1,1,1,3.5875994e-06,0.99872905,3.8127567e-08,1.6849243e-07,5.629058e-07,4.8003557e-07,2.8316862e-07,8.8759e-07,5.6625677e-06,0.0012592283
-0.9942006372439209,4,4,4,0.00063488027,0.00010220889,0.001812273,0.00024952035,0.9947153,0.00078231416,5.282892e-05,0.00085575145,0.00076950534,2.549553e-05
-0.9999997604835013,1,1,1,8.2255625e-10,0.99999976,8.7677414e-08,2.6486977e-10,1.2765525e-08,1.0466869e-10,1.3899005e-09,4.4976577e-08,3.6807017e-09,1.4453272e-07
-0.9751847496954724,0,0,0,0.97727966,0.0011787347,0.0026982254,1.5689753e-05,6.4766085e-05,0.0001275492,0.0001581864,6.769263e-05,0.017146198,0.0012632653
-0.9946066152770072,0,0,0,0.9957884,9.0513255e-05,0.0003992309,9.093019e-05,0.00019814249,0.0002389061,9.8588265e-05,3.886357e-05,0.0029597457,9.666102e-05
-0.9518994111567736,0,0,0,0.9584447,0.000114680166,0.0001273236,0.004189515,6.240668e-05,0.029453212,0.00487726,0.0012862483,8.75553e-05,0.0013571309
-0.999963737077195,5,5,5,5.6932578e-08,3.7264794e-08,1.6427855e-08,1.1339188e-05,1.0892068e-07,0.999964,2.4308092e-05,2.60717e-08,6.9166624e-08,6.867458e-08
-0.9910246642539278,8,8,8,0.0025048878,5.938502e-05,0.0027539867,0.0006559421,7.4596115e-05,0.00034383035,0.000284173,3.6803385e-06,0.9931908,0.00012864346
-0.9997613353552879,6,6,6,1.1897334e-06,5.6338722e-05,4.9261103e-06,4.3829277e-06,1.5914527e-05,2.190297e-06,0.99985373,7.5536304e-06,4.6795114e-07,5.3425956e-05
-0.987208787119016,3,3,3,1.0611296e-05,5.3690615e-06,0.00014995046,0.98858136,0.0001354014,0.010469697,4.8306676e-05,0.00010800146,0.0004490535,4.2305594e-05
-0.9977868078276515,2,2,2,0.0004675123,1.9731422e-05,0.9990388,3.584814e-05,7.1891176e-05,7.788153e-05,0.00013452422,1.6636503e-05,0.00013482528,2.346589e-06
-0.9988328175362255,9,9,9,1.1367474e-07,0.0011599938,3.809686e-08,1.4592389e-06,9.641788e-07,8.319838e-07,7.320972e-08,4.7831884e-07,2.9207342e-06,0.9988331
-0.42172764986753464,2,2,2,0.066716924,0.008042866,0.50516546,0.0058110044,0.05979622,0.0057417452,0.0104092555,0.33087537,0.0041329768,0.0033081821
-0.9997963359126061,5,2,5,3.1029053e-08,4.5312015e-07,7.069026e-07,0.00018262869,1.4951641e-05,0.9997975,1.0287098e-06,1.3066566e-06,6.1193776e-07,8.970198e-07
-0.5551910940557718,5,5,5,0.0041465093,7.0884715e-05,0.01734424,0.38878596,0.011418401,0.57061976,0.0026344669,0.00428603,0.00050739024,0.00018638378
-0.9998491986673006,1,1,1,6.1886404e-08,0.9998492,1.6863764e-09,7.2698286e-10,1.8612483e-09,1.0107433e-09,8.862582e-09,1.8661646e-09,1.3214222e-07,0.00015049358
-0.4667478036135435,6,6,4,0.0067268237,0.0056298166,0.052237574,0.0023891865,0.48557493,0.028729716,0.4042138,0.009286558,0.0014377281,0.003773834
-0.999990744399156,7,7,7,6.576271e-08,1.9842048e-06,1.759242e-07,9.954934e-08,2.4555166e-07,8.1035296e-08,4.2727426e-09,0.9999957,3.8526373e-08,1.5718507e-06
-0.9526961073570419,2,2,5,0.00013242358,6.195823e-05,0.043733783,0.0021068498,0.00017329531,0.95347756,9.179364e-05,9.610675e-05,6.414398e-05,6.220404e-05
-0.9996063294893247,3,3,3,1.7175375e-07,5.3228837e-07,8.984268e-06,0.99974126,9.380993e-07,0.00015927183,1.5271085e-05,4.498367e-07,7.1973154e-05,1.1030186e-06
-0.9999999999931081,1,1,1,7.6337706e-14,1.0,3.8968298e-10,2.1085458e-11,4.2659153e-08,4.783052e-11,1.9170435e-10,1.1791645e-08,2.506477e-12,3.266688e-08
-0.9779087090864778,6,6,6,6.55292e-05,5.449218e-05,0.0014274345,0.005652624,3.3806773e-05,8.326489e-06,0.9922123,0.00017638651,0.00031911678,5.005321e-05
-0.9988475579830265,4,4,4,8.548946e-07,2.7868551e-05,5.2614065e-05,0.00034751307,0.9988682,0.0005581258,3.712806e-06,0.00010844285,1.0444499e-05,2.2220609e-05
-0.9663160224445164,0,0,0,0.97537464,0.0011479214,0.013901249,0.00012140816,0.0015024032,0.00044799715,0.0053425785,0.0013237575,0.0006064425,0.00023150932
-0.9998353322444018,8,8,8,5.8975303e-07,2.386906e-06,5.156334e-05,4.4147306e-05,2.8357716e-05,1.1159071e-06,1.0030956e-06,1.7099403e-07,0.9998704,2.5964195e-07
-0.576446171849966,5,5,5,0.0012400915,0.0035895365,0.0023595272,0.3332163,0.0045497976,0.5961881,0.0050793057,0.031980664,0.00595293,0.015843682
-0.5443310644477606,5,5,3,0.0004834381,6.561688e-05,0.014553834,0.57099587,0.0017695114,0.3868147,0.0075112055,0.017188022,0.00044178654,0.00017604539
-0.9994650287444529,8,8,8,0.00020618709,5.6417353e-05,1.1092255e-05,4.118424e-05,4.76347e-05,1.9957015e-05,9.483935e-06,1.0288271e-06,0.99956626,4.0740393e-05
-0.6026650620624423,3,3,5,0.0034201466,0.00027442287,0.15703703,0.21405809,0.005365161,0.61576205,0.0026947474,0.0007230662,0.00061262504,5.2674088e-05
-0.9797689686529338,0,0,0,0.9876581,0.0006703957,0.0068853837,0.0001895722,1.869145e-05,0.0003403742,0.00040292082,0.000803746,0.0026358252,0.00039498296
-0.9924729574704543,2,2,2,5.6466022e-05,1.898745e-05,0.9933554,4.6977046e-05,0.006151975,9.021386e-05,4.5949346e-05,0.00018434243,4.622982e-05,3.435464e-06
-0.999935119108045,5,5,5,4.6641517e-06,2.8805533e-07,6.8184318e-06,4.4672106e-05,6.8636996e-07,0.9999386,2.2149796e-07,2.3021635e-06,8.944638e-07,8.703803e-07
-0.9979034514981322,2,2,2,4.9951068e-05,2.2644947e-05,0.99893624,8.674894e-05,0.00018149981,0.0005163008,4.7585796e-05,9.78572e-05,5.5600125e-05,5.4933944e-06
-0.9916615814436227,3,3,3,0.00013689106,2.060244e-05,0.00018247573,0.99346787,0.0009069463,0.004831185,0.00018134342,0.00013741138,8.495926e-05,5.0466868e-05
-0.9998100246596877,1,1,1,5.584719e-08,0.99981004,3.1268335e-08,2.1795732e-07,7.7216335e-08,2.086129e-06,2.190694e-08,1.0055956e-07,1.2097127e-07,0.0001870893
-0.9994076217044494,8,8,8,0.00018140848,5.3975084e-05,2.7399153e-06,4.4802215e-05,7.587619e-06,3.1949655e-06,1.1051676e-05,1.4969741e-05,0.9996178,6.237749e-05
-0.9999004011588113,2,2,2,1.366686e-06,5.4578896e-07,0.99998045,1.3016306e-06,5.303726e-06,2.6952157e-06,3.5938592e-06,2.5142738e-06,1.9807658e-06,2.3963642e-07
